code,display,definition,system_url,system_name
700,This drug may cause drowsiness,This drug may cause drowsiness,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
710,Tip of crystal moistened by dipping in water before applying,Tip of crystal moistened by dipping in water before applying,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
714,To be chewed or sucked,To be chewed or sucked,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
720,"To be swallowed whole, not chewed/crush","To be swallowed whole, not chewed/crush",http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
730,Use as directed by pharmacist,Use as directed by pharmacist,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
740,Use as directed. Shake well before use,Use as directed. Shake well before use,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
750,Use undiluted,Use undiluted,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
760,Wash hand before and after applying.,Wash hand before and after applying.,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
770,Wash hands before after handling med/bottle contain pills,Wash hands before after handling med/bottle contain pills,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
780,Wash hands before applying. Do not touch application's tip,Wash hands before applying. Do not touch application's tip,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
790,Wash hands before applying.Dont let applicator tip touch eye,Wash hands before applying.Dont let applicator tip touch eye,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
800,Wash hands before applying/ using,Wash hands before applying/ using,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
810,Wet hair. Massage 5-15ml to wet hair and rinse thorougly,Wet hair. Massage 5-15ml to wet hair and rinse thorougly,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
