artefact_name,artefact_type,source_archive,source_path,external_standard_dependency,local_or_external,status,notes
CodeSystemActiveIngredientMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\medication\CodeSystem-active-ingredient-my-core.json; CodeSystems/code-system-active-ingredient-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemAllergyCodeMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\allergy\CodeSystem-allergy-code-my-core.json; CodeSystems/code-system-allergy-code-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemAllergyEnvironmentMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\allergy\CodeSystem-allergy-environment-my-core.json; CodeSystems/code-system-allergy-environment-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemAudiologyAssessmentMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Procedure\CodeSystem-audiology-assessment-my-core.json; CodeSystems/code-system-audiology-assessment-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemAudiologyAuralRehabilitationMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Procedure\CodeSystem-audiology-aural-rehabilitation-my-core.json; CodeSystems/code-system-audiology-aural-rehabilitation-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemAudiologyCochlearImplantAssessmentMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Procedure\CodeSystem-audiology-cochlear-implant-assessment-my-core.json; CodeSystems/code-system-audiology-cochlear-implant-assessment-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemAudiologyElectrophysiologyTestMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Procedure\CodeSystem-audiology-electrophysiology-test-my-core.json; CodeSystems/code-system-audiology-electrophysiology-test-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemAudiologyHearingAidAssessmentMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Procedure\CodeSystem-audiology-hearing-aid-assessment-my-core.json; CodeSystems/code-system-audiology-hearing-aid-assessment-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemAudiologyNeonatalHearingScreeningMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Procedure\CodeSystem-audiology-neonatal-hearing-screening-my-core.json; CodeSystems/code-system-audiology-neonatal-hearing-screening-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemCancelationReasonMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Schedule & Appointment\CodeSystem-cancelation-reason-my-core.json; CodeSystems/code-system-cancellation-reason-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemClinicPhysiotherapyMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Procedure\CodeSystem-clinic-physiotherapy-my-core.json; CodeSystems/code-system-clinic-physiotherapy-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemClusterFacilityMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Organization\CodeSystem-cluster-facility-my-core.json; CodeSystems/code-system-cluster-facility-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemCompositionCategoryMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Composition\CodeSystem-composition-category-my-core.json; CodeSystems/code-system-composition-category-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemCompositionClassMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Composition\CodeSystem-composition-class-my-core.json; CodeSystems/code-system-composition-class-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemCompositionEventMYCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Composition\CodeSystem-composition-event-my-core.json; CodeSystems/code-system-composition-event-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemCompositionFormEventMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Composition\CodeSystem-composition-form-event-my-core.json; CodeSystems/code-system-composition-form-event-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemCompositionTypeMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Composition\CodeSystem-composition-type-my-core.json; CodeSystems/code-system-composition-type-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemConditionCategoryMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Condition\CodeSystem-condition-category-my-core.json; CodeSystems/code-system-condition-category-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemCookingDemonstrationMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Procedure\CodeSystem-cooking-demonstration-my-core.json; CodeSystems/code-system-cooking-demonstration-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemDataTypeMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Non-profile\CodeSystem-data-type-my-core.json; CodeSystems/code-system-data-type-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemDentalAlertCodeMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Dental\CodeSystem-dental-alert-code-my-core.json; CodeSystems/code-system-dental-alert-code-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemDentalCodeMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Dental\CodeSystem-dental-code-my-core.json; CodeSystems/code-system-dental-code-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemDentalHistoryAlertMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Dental\CodeSystem-dental-history-alert-my-core.json; CodeSystems/code-system-dental-history-alert-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemDentalProcedureMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Procedure\CodeSystem-dental-procedure-my-core.json; CodeSystems/code-system-dental-procedure-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemDentitianMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Dental\CodeSystem-dentitian-my-core.json; CodeSystems/code-system-dentitian-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemDevMilestoneFineMotorMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Observation\CodeSystem-dev-milestone-fine-motor-my-core.json; CodeSystems/code-system-dev-milestone-fine-motor-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemDevMilestoneGrossMotorMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Observation\CodeSystem-dev-milestone-gross-motor-my-core.json; CodeSystems/code-system-dev-milestone-gross-motor-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemDevMilestoneSocialMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Observation\CodeSystem-dev-milestone-social-my-core.json; CodeSystems/code-system-dev-milestone-social-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemDevmilestoneSpeechmyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Observation\CodeSystem-dev-milestone-speech-my-core.json; CodeSystems/code-system-dev-milestone-speech-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemDevelopmentalMilestoneMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Observation\CodeSystem-developmental-milestone-my-core.json; CodeSystems/code-system-developmental-milestone-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemDiagnosisRoleMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Encounter\CodeSystem-diagnosis-role-my-core.json; CodeSystems/code-system-diagnosis-role-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemDiagnosticProcedureMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Procedure\CodeSystem-diagnostic-procedure-my-core.json; CodeSystems/code-system-diagnostic-procedure-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemDischargeDispositionMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Encounter\CodeSystem-discharge-disposition-my-core.json; CodeSystems/code-system-discharge-disposition-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemDistrictMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Individual\CodeSystem-district-my-core.json; CodeSystems/code-system-district-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemDrugCategoryMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\medication\CodeSystem-drug-category-my-core.json; CodeSystems/code-system-drug-category-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemDrugCautionaryMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\medication\CodeSystem-drug-cautionary-my-core.json; CodeSystems/code-system-drug-cautionary-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemDrugDoseFormMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\medication\CodeSystem-drug-dose-form-my-core.json; CodeSystems/code-system-drug-dose-form-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemDrugMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\medication\CodeSystem-drug-my-core.json; CodeSystems/code-system-drug-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemDrugScheduleMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\medication\CodeSystem-drug-schedule-my-core.json; CodeSystems/code-system-drug-schedule-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemDrugSpecialInstructionMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\medication\CodeSystem-drug-special-instruction-my-core.json; CodeSystems/code-system-drug-special-instruction-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemDrugSubGroupMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\medication\CodeSystem-drug-sub-group-my-core.json; CodeSystems/code-system-drug-sub-group-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemDrugTradeNameMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\medication\CodeSystem-drug-trade-name-my-core.json; CodeSystems/code-system-drug-trade-name-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemDrugTypeMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\medication\CodeSystem-drug-type-my-core.json; CodeSystems/code-system-drug-type-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemEducationLevelMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Individual\CodeSystem-education-level-my-core.json; CodeSystems/code-system-education-level-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemEncounterOutcomeMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Encounter\CodeSystem-encounter-outcome-my-core.json; CodeSystems/code-system-encounter-outcome-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemEncounterOutcomeReasonMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Encounter\CodeSystem-encounter-outcome-reason-my-core.json; CodeSystems/code-system-encounter-outcome-reason-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemEncounterRatingMyCore,CodeSystem,MY Core IG.zip,generated\\CodeSystem-encounter-rating-my-core.json,None,local,active,Legacy JSON only.
CodeSystemEthnicMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Individual\CodeSystem-ethnic-my-core.json; CodeSystems/code-system-ethnic-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemFlagCategoryMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Individual\CodeSystem-flag-category-my-core.json; CodeSystems/code-system-flag-category-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemForeignerTypeMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Individual\CodeSystem-foreigner-type-my-core.json; CodeSystems/code-system-foreigner-type-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemHealthProgramPhysiotherapyMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Procedure\CodeSystem-health-program-physiotherapy-my-core.json; CodeSystems/code-system-health-program-physiotherapy-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemHospitalPhysiotherapyMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Procedure\CodeSystem-hospital-physiotherapy-my-core.json; CodeSystems/code-system-hospital-physiotherapy-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemImagingModalityMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\imaging\CodeSystem-imaging-modality-my-core.json; CodeSystems/code-system-imaging-modality-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemImagingMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\imaging\CodeSystem-imaging-my-core.json; CodeSystems/code-system-imaging-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemImagingRegionMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\imaging\CodeSystem-imaging-region-my-core.json; CodeSystems/code-system-imaging-region-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemImmunizationRecommendationStatusMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Immunization\CodeSystem-immunization-recommendation-status-my-core.json; CodeSystems/code-system-immunization-recommendation-status-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemLabComponentMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Lab\CodeSystem-lab-component-my-core.json; CodeSystems/code-system-lab-component-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemLabMethodMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Lab\CodeSystem-lab-method-my-core.json; CodeSystems/code-system-lab-method-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemLabSubGroupMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Lab\CodeSystem-lab-sub-group-my-core.json; CodeSystems/code-system-lab-sub-group-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemLocationTypeMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Location\CodeSystem-location-type-my-core.json; CodeSystems/code-system-location-type-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemMinorProcedureMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Non-profile\CodeSystem-minor-procedure-my-core.json; CodeSystems/code-system-minor-procedure-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemMonthlyHouseholdIncomeMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Individual\CodeSystem-monthly-household-income-my-core.json; CodeSystems/code-system-monthly-household-income-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemNcdVcDxMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Encounter\CodeSystem-ncd-vc-dx-my-core.json; CodeSystems/code-system-ncd-vc-dx-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemNonDrugAllergyCodeMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\allergy\CodeSystem-non-drug-allergy-code-my-core.json; CodeSystems/code-system-non-drug-allergy-code-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemNutritionistConsultationMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Procedure\CodeSystem-nutritionist-consultation-my-core.json; CodeSystems/code-system-nutritionist-consultation-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemObservationCategoryMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Observation\Codesystem-observation-category-my-core.json; CodeSystems/code-system-observation-category-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemObservationPanel,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Observation\CodeSystem-observation-panel-my-core.json; CodeSystems/code-system-observation-panel-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemOccupationSectorMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Individual\CodeSystem-occupation-sector-my-core.json; CodeSystems/code-system-occupation-sector-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemOrganizationCategoryMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Organization\CodeSystem-organization-category-my-core.json; CodeSystems/code-system-organization-category-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemOrganizationTypeMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Organization\CodeSystem-organization-type-my-core.json; CodeSystems/code-system-organization-type-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemOutcomeAnxietyDass21MyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Risk Assessment\CodeSystem-outcome-anxiety-dass-21-my-core.json; CodeSystems/code-system-outcome-anxiety-dass-21-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemOutcomeAudit10MyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Risk Assessment\CodeSystem-outcome-audit-10-my-core.json; CodeSystems/code-system-outcome-audit-10-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemOutcomeAuditCMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Risk Assessment\CodeSystem-outcome-audit-c-my-core.json; CodeSystems/code-system-outcome-audit-c-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemOutcomeDepressionDass21MyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Risk Assessment\CodeSystem-outcome-depression-dass-21-my-core.json; CodeSystems/code-system-outcome-depression-dass-21-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemOutcomeGenCvsMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Risk Assessment\CodeSystem-outcome-gen-cvs-my-core.json; CodeSystems/code-system-outcome-gen-cvs-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemOutcomePhq9MyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Risk Assessment\CodeSystem-outcome-phq-9-my-core.json; CodeSystems/code-system-outcome-phq-9-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemOutcomeStressDass21MyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Risk Assessment\CodeSystem-outcome-stress-dass-21-my-core.json; CodeSystems/code-system-outcome-stress-dass-21-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemOutcomeWhooleyMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Risk Assessment\CodeSystem-outcome-whooley-my-core.json; CodeSystems/code-system-outcome-whooley-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemPaymentTypeMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Non-profile\CodeSystem-payment-type-my-core.json; CodeSystems/code-system-payment-type-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemPersonTitleMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Individual\CodeSystem-person-title-my-core.json; CodeSystems/code-system-person-title-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemPhisFrequencyMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\medication\CodeSystem-phis-frequency-my-core.json; CodeSystems/code-system-phis-frequency-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemPhisRouteMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\medication\CodeSystem-phis-route-my-core.json; CodeSystems/code-system-phis-route-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemPhisUomMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\medication\CodeSystem-phis-uom-my-core.json; CodeSystems/code-system-phis-uom-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemPhlebotomyMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Non-profile\CodeSystem-phlebotomy-my-core.json; CodeSystems/code-system-phlebotomy-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemPractitionerRoleCodeMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Individual\CodeSystem-practitioner-role-code-my-core.json; CodeSystems/code-system-practitioner-role-code-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemProcedureCategoryMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Procedure\CodeSystem-procedure-category-my-core.json; CodeSystems/code-system-procedure-category-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemProcedureComplicationMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Procedure\CodeSystem-procedure-complication-my-core.json; CodeSystems/code-system-procedure-complication-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemProcedurePerformerRoleMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Procedure\CodeSystem-procedure-performer-role-my-core.json; CodeSystems/code-system-procedure-performer-role-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemProcedureSessionTypeMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Procedure\CodeSystem-procedure-session-type-my-core.json; CodeSystems/code-system-procedure-session-type-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemReasonCodeMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Encounter\CodeSystem-reason-code-my-core.json; CodeSystems/code-system-reason-code-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemReferralFormMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Healthcare services\CodeSystem-referral-form-my-core.json; CodeSystems/code-system-referral-form-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemReferralTypeMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Services Request & Task\CodeSystem-referral-type-my-core.json; CodeSystems/code-system-referral-type-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemRelationshipMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Individual\CodeSystem-relationship-my-core.json; CodeSystems/code-system-relationship-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemReligionMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Individual\CodeSystem-religion-my-core.json; CodeSystems/code-system-religion-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemRevenueCodeMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Non-profile\CodeSystem-revenue-code-my-core.json; CodeSystems/code-system-revenue-code-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemScheduleTypeMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Schedule & Appointment\CodeSystem-schedule-type-my-core.json; CodeSystems/code-system-schedule-type-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemServiceTypeMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Healthcare services\CodeSystem-service-type-my-core.json; CodeSystems/code-system-service-type-my-core.csv,None,local,active,Verified against terminology extract.
CodeSourceSystemMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Organization\CodeSystem-source-system-my-core.json; CodeSystems/code-system-source-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemSpecialtyMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Healthcare services\CodeSystem-specialty-my-core.json; ValueSets/value-set-specialty-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemSpecimenContainerTypeMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Lab\CodeSystem-specimen-container-type-my-core.json; CodeSystems/code-system-specimen-container-type-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemSpecimenTypeMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Lab\CodeSystem-specimen-type-my-core.json; CodeSystems/code-system-specimen-type-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemStateMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Individual\CodeSystem-state-my-core.json; CodeSystems/code-system-state-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemSubRecordTypeMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Composition\CodeSystem-sub-record-type-my-core.json; CodeSystems/code-system-sub-record-type-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemSurfaceCodeMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Dental\CodeSystem-surface-code-my-core.json; CodeSystems/code-system-surface-code-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemSurfaceMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Dental\CodeSystem-surface-my-core.json; CodeSystems/code-system-surface-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemTaskBusinessStatusMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Services Request & Task\CodeSystem-task-business-status-my-core.json; CodeSystems/code-system-task-business-status-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemTaskMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Services Request & Task\CodeSystem-task-code-my-core.json; CodeSystems/code-system-task-code-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemTaskInputTypeMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Services Request & Task\CodeSystem-task-input-type-my-core.json; CodeSystems/code-system-task-input-type-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemTaskOutputTypeMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Services Request & Task\CodeSystem-task-output-type-my-core.json; CodeSystems/code-system-task-output-type-my-core.csv,None,local,active,Verified against terminology extract.
CodeSystemTdmRecommededTypeMyCore,CodeSystem,MY Core IG.zip; MY_Core_Terminology_Extracts.zip,Code system\Lab\CodeSystem-tdm-recommeded-type-my-core.json; CodeSystems/code-system-tdm-recommended-type-my-core.csv,None,local,active,Verified against terminology extract.
